TITLE,accented lemma,SEARCH LEMMA,DISPLAY LEMMA,English Definition,Decl,Idiom,Reg Adject/Adv/Form,Proper,Part Of Speech,DCC SEMANTIC GROUP,DCC Core Frequency,Herodotus 1 frequency rank,DCC Greek Core,Herodotus Book 1 Core (412 words > 10 times),Homer Core (Frequency Categories 1-4),National Collegiate Greek Exam Core,Fundamental 400 (BiCo Elementary Core),Fine 555 (BiCo Third Semester Core),Splendid 655 (BiCo Fourth Semester Core),Alpha to Omega (Groton),Greek: an Intensive Course (Hansen-Quinn),Introduction to Ancient Greek (Luschnig),Introduction to Attic Greek (Mastronarde 2013),Learn to Read Greek (Keller-Russell)
ΠΛΕΩ,πλέω,πλεω,πλέω πλεύσομαι ἔπλευσα πέπλευκα ––– –––,"sail, go by sea",,,,,Verb,"Government and Society, Locomotion",156,251,1,1,,,,1,1,,,11.a,40,
ΤΟΤΕ,τότε,τοτε,τότε,"at that time, then next",,,,,Adverb,,157,156,1,1,2,,1,1,1,13,11,2.a,12,7
ΜΗΝ/2,μήν/2,μην/2,μήν,"verily, truly, then",,,,,Particle,,158,,1,,,,,,1,32,,,36,
ΧΡΗ,χρή,χρη,χρή,it is necessary,,,,,Verb,,159,312,1,1,4,1,1,1,1,43,20,9.a,9,8
ΔΕΙΚΝΥΜΙ,δείκνυμι,δεικνυμι,δείκνυμι δείξω ἔδειξα δέδειχα δέδειγμαι ἐδείχθην,"publish, show, demonstrate",,,,,Verb,Communication,160,,1,,,1,1,1,1,48,14,12.a,23,11
ΖῼΟΝ,ζῷον,ζῳον,ζῷον –ου τό,"animal, living thing",2,,,,Noun,Natural World,161,,1,,,,,1,1,22,2,,,1
ΠΡAΓΜΑ,πρᾶγμα,πρᾶγμα,πρᾶγμα –ατος τό,"deed, occurrence, pl. affairs",3,,,,Noun,,162,144,1,1,,1,1,1,1,42,6,5.a,14,7
ΕΝΑΝΤΙΟΣ,ἐναντίος,Εναντιος,ἐναντίος –α –ον,"opposite, over against",1,,,,Adjective,,163,,1,,,,,,1,,,,41,8
ΤΙΘΗΜΙ,τίθημι,τιθημι,τίθημι θήσω ἔθηκα τέθηκα ––– ἐτέθην,"set up, place, establish, institute",,,,,Verb,Government and Society,164,178,1,1,1,1,1,1,1,47,12,12.a,23,14
ΕΙΔΟΝ,εἶδον,ειδον,ὁράω ὄψομαι εἶδον ἑόρακα (or ἑώρακα) ἑώραμαι (or ὦμμαι) ὤφθην,see (aor. for ὀράω),,,,,Verb,The Senses and Feelings,165,98,1,1,4,,,1,1,,,7.a,19,
ΧΕΙΡ,χείρ,χειρ,χείρ χειρός ἡ (dat. pl. χέρσι),hand,3,,,,Noun,Body parts,166,274,1,1,1,1,1,1,1,42,13,5.a,21,11
ΜΗΔΕ,μηδέ,μηδε,μηδέ,"but not, not even",,,,,Particle,,167,323,1,1,3,,,1,1,22,12,,18,7
ΟΛΙΓΟΣ,ὀλίγος,ολιγος,ὀλίγος –η –ον,"few, little, scanty",1,,,,Adjective,,168,285,1,1,,,1,1,1,18,19,10.a,25,4
ΝΟΜΟΣ,νόμος,νομος,νόμος –ου ὁ,"usage, custom, law",2,,,,Noun,Law,169,138,1,1,,1,1,1,1,22,10,1.b,3,1
ΚΟΙΝΟΣ,κοινός,κοινος,κοινός –ή –όν,common,1,,,,Adjective,Government and Society,170,,1,,,,1,1,1,30,14,2.a,16,3
ΟΙΟΜΑΙ,οἴομαι,οιομαι,"οἴομαι or οἶμαι, οἰήσομαι, impf. ᾤμην, aor. ᾠήθην","think, believe",,,,,Verb,,171,,1,,3,,,1,1,48,,"4.a,10.b",11,8
ΚΙΝΕΩ,κινέω,κινεω,κινέω κινήσω ἐκίνησα κεκίνηκα κεκίνημαι ἐκίνηθεν,"to move, set in motion",,,,,Verb,Locomotion,172,,1,,,,,,1,,,,,
ΠΑΣΧΩ,πάσχω,πασχω,πάσχω πείσομαι ἔπαθον πέπονθα ––– –––,"to suffer, undergo, be affected",,,,,Verb,Life and Death,173,358,1,1,3,1,1,1,1,40,11,3.a,10,7
ΠΩΣ/2,πῶς,πως/2,πῶς,how?,,,,,Adverb,,174,,1,,,,1,1,1,26,11,9.a,17,3
ΟΣΠΕΡ,ὅσπερ,οσπερ,ὅσπερ ἥπερ ὅπερ,the very one who/thing which,1,,,,Pronoun,,175,,1,,,,,,1,47,,2.a,,
ΤΟΣΟΥΤΟΣ,τοσοῦτος,τοσουτος,τοσοῦτος τοσαύτη τοσοῦτο,"so great, so large, so much",6,,,,Pronoun,,176,369,1,1,4,,,1,1,31,17,,36,15
ΣΥΝ,σύν,συν,σύν,"with, in company with",,,,,Preposition,,177,366,1,1,2,1,1,1,1,19,4,1.b,3,1
ΕΙΤΑ,εἶτα,ειτα,εἶτα,"then, after, indeed?",,,,,Adverb,,178,,1,,,,,,1,49,,,12,
ΑΛΗΘΗΣ,ἀληθής,Αληθης,ἀληθής –ές,true,3,,,,Adjective,Characteristics,179,,1,,,1,1,1,1,17,10,6.a,22,7
ΔΙΚΑΙΟΣ,δίκαιος,δικαιος,δίκαιος –α –ον,"just, fair",1,,,,Adjective,Characteristics,180,,1,,,,1,1,1,37,4,3.b,7,2
ΜΕΛΛΩ,μέλλω,μελλω,μέλλω μελλήσω ἐμέλλησα ––– ––– –––,"think of doing, intend to do; be destined ",,,,,Verb,,181,222,1,1,4,1,1,1,1,6,18,"7.a,9.a",18,3
ΕΘΕΛΩ,ἐθέλω,Εθελω,ἐθέλω ἐθελήσω ἠθέλησα ἠθέληκα ––– –––,"wish, consent",,,,,Verb,The Senses and Feelings,182,130,1,1,2,1,1,1,1,3,4,1.a,5,3
ΛΟΙΠΟΣ,λοιπός,λοιπος,λοιπός –ή –όν,"remainder, remaining over",1,,,,Adjective,,183,304,1,1,,,,1,1,32,,,,16
ΑΝΑΓΚΗ,ἀνάγκη,Αναγκη,ἀνάγκη –ης ἡ,necessity,1,,,,Noun,Government and Society,184,,1,,,1,1,1,1,43,,1.b,10,5
ΟΤΕ,ὅτε,οτε,ὅτε,when,,,,,Adverb,,185,,1,,1,,1,1,1,38,11,6,35,15
ΔΕΥΤΕΡΟΣ,δεύτερος,δευτερος,δεύτερος –α –ον,second,1,,,,Number,,186,160,1,1,,1,1,1,1,34,17,10.a,25,100
ΠΟΛΕΜΟΣ,πόλεμος,πολεμος,πόλεμος –ου ὁ,war,2,,,,Noun,War and Peace,187,165,1,1,2,1,1,1,1,12,2,1.b,3,1
ΧΩΡΑ,χώρα,χωρα,χώρᾱ –ᾱς ἡ,"space, land; country",1,,,,Noun,Natural World,188,91,1,1,,1,1,1,1,4,1,3.b,4,1
ΖΑΩ,ζάω,ζαω,ζάω ζήσω (or ζήσομαι) ἔζησα ἔζηκα,"live, pass one's life",,,,,Verb,Life and Death,189,,1,,4,1,1,1,1,31,,11.a,,
ΠΛΗΘΟΣ,πλῆθος,πληθος,πλῆθος –ους τό,"multitude, mass, mob",3,,,,Noun,Government and Society,190,359,1,1,,,,1,1,,,,15,8
ΗΛΙΟΣ,ἥλιος,ηλιος,ἥλιος –ου ὁ,the Sun,2,,,,Noun,Natural World,191,,1,,3,1,1,1,1,48,,1.b,3,
ΑΙΤΙΑ,αἱτία,αιτια,αἰτία –ας ἡ,"charge, accusation",1,,,,Noun,Law,192,,1,,,1,1,1,1,,11,8.a,29,2
ΠΕΙΘΩ,πείθω,πειθω,πείθω πείσω ἔπεισα πέπεικα (or πέποιθα) πέπεισμαι ἐπείσθην,"persuade, mid. obey, trust",,,,,Verb,Communication,193,148,1,1,2,1,1,1,1,"11,20",5,1.a,5,3
ΠΑΡΕΙΜΙ,πάρειμι,παρειμι,πάρειμι παρέσσομαι ––– ––– ––– –––,"be present, be near, standby",,,,,Verb,Humanity and Being,194,110,1,1,,,,1,1,,,7.a,27,7
ΠΛΕΙΣΤΟΣ,πλεῖστος,πλειστος,πλεῖστος –η –ον,"most, largest",1,,,,Adjective,,195,289,1,1,,,,1,1,33,,10,10,
ΕΙΔΟΣ,εἶδος,ειδος,εἶδος –ους τό,"seen thing, form, shape",3,,,,Noun,,196,,1,,,1,1,1,1,,,,,
ΟΠΩΣ,ὅπως,οπως,ὅπως,"how, in what way",,,,,Conjunction,,197,,1,,4,,,1,1,"26,38, 39, 45",13,,"32,36,38",12
ΤΡΕΙΣ,τρεῖς,τρεις,τρεῖς τρία,three,3,,,,Number,,198,309,1,1,,,1,1,1,34,17,0,25,100
ΒΙΟΣ,βίος,βιος,βίος –ου ὁ,"life, livelihood",2,,,,Noun,Life and Death,199,317,1,1,,1,1,1,1,8,9,1.b,3,4
ΝΟΜΙΖΩ,νομίζω,νομιζω,νομίζω νομιῶ ἐνόμισα νενόμικα νενόμισμαι ἐνομίσθην,"believe, think",,,,,Verb,,200,147,1,1,,1,1,1,1,41,16,1.a,18,12
ΚΥΚΛΟΣ,κύκλος,κυκλος,κύκλος –ου ὁ,"ring, circle",2,,,,Noun,,201,283,1,1,,1,1,1,1,,,,41,
ΠΑΘΟΣ,πάθος,παθος,πάθος –ους τό,"experience, emotion",3,,,,Noun,Life and Death,202,,1,,,,1,1,1,,10,5.a,39,7
ΠΡΟ,πρό,προ,πρό,"before, on behalf of",,,,,Preposition,,203,361,1,1,4,,,1,1,32,2,,6,8
ΜΕΝΤΟΙ,μέντοι,μεντοι,μέντοι,"yet, nevertheless, of course",,,,,Particle,,204,188,1,1,,,,1,1,44,,,36,12
ΟΝΟΜΑΖΩ,ὀνομάζω,ονομαζω,ὀνομάζω ὀνομάσω ὠνόμασα ὠνόμακα ὠνόμασμαι ὠνομάσθην,"speak/call by name, to name",,,,,Verb,Communication,204,,1,,4,,,1,1,,,5.a,,
ΑΡΕΤΗ,ἀρετή,Αρετη,ἀρετή –ῆς ἡ,"virtue, excellence",1,,,,Noun,Characteristics,206,,1,,,1,1,1,1,43,3,1.b,4,4
ΥΜΕΤΕΡΟΣ,ὑμέτερος,υμετερος,ὑμέτερος –α –ον,your,1,,,,Adjective,,206,,1,,,,1,1,1,21,15,9.a,22,6
ΕΤΟΣ,ἔτος,ετος,ἔτος –ους τό,a year,3,,,,Noun,Natural World,208,94,1,1,,1,1,1,1,23,,5.a,15,
ΑΝΤΙ,ἀντί,Αντι,ἀντί,"opposite, over against",,,,,Preposition,,209,291,1,1,,,,1,1,,3,,6,11
ΝΑΥΣ,ναῦς,ναυς,ναῦς νεώς ἡ,ship,3,,,,Noun,Government and Society,210,210,1,1,1,,,1,1,,16,,21,16
ΤΡΙΤΟΣ,τρίτος,τριτος,τρίτος –η –ον,"third, thirdly",1,,,,Number,,211,,1,,,,,1,1,34,17,,25,100
ΠΝΕΥΜΑ,πνεῦμα,πνευμα,πνεῦμα –ατος τό,"breath, wind",3,,,,Noun,Natural World,212,,1,,,1,1,1,1,,,5.a,,
ΟΡΘΟΣ,ὀρθός,ορθος,ὀρθός –η –ον,"straight, upright",1,,,,Adjective,,213,,1,,,,,1,1,,17,,32,6
ΘΑΛΑΣΣΑ,θάλασσα,θαλασσα,θάλασσα –ης ἡ,"sea, ocean",1,,,,Noun,Natural World,214,174,1,1,3,1,1,1,1,5,4,3.b,6,2
ΔΙΑΦΕΡΩ,διαφέρω,διαφερω,διαφέρω διαοἴσω διήνεγκα διενήνοχα διενήνεγμαι διηνέχθην,"carry over, surpass, differ",,,,,Verb,,215,,1,,,,1,1,1,,15,7.a,17,10
ΜΕΧΡΙ,μέχρι,μεχρι,μέχρι,"to, up to, as far as",,,,,Adverb,,216,,1,,,,,1,1,50,19,,41,16
ΔΟΞΑ,δόξα,δοξα,δόξα –ης ἡ,"opinion, notion, idea",1,,,,Noun,Education,217,,1,,,1,1,1,1,25,5,9.a,6,2
ΚΕΦΑΛΗ,κεφαλή,κεφαλη,κεφαλή –ῆς ἡ,head,1,,,,Noun,Body parts,218,,1,,3,1,1,1,1,,,,25,
ΠΥΡ,πῦρ,πυρ,πῦρ πυρός τό,fire,3,,,,Noun,Natural World,219,,1,,3,1,1,1,1,,,5.a,39,
ΕΛΑΣΣΩΝ,ἐλάσσων,Ελασσων,ἐλάσσων ἔλασσον,"smaller, lesser",3,,,,Adjective,,220,,1,,,1,1,1,1,33,,10,31,11
ΠΟΥΣ,πούς,πους,πούς ποδός ὁ,foot,3,,,,Noun,Body parts,221,,1,,2,,1,1,1,50,13,5.a,17,15
ΙΕΡΟΣ,ἱερός,ιερος,ἱερός –ᾶ –ον,holy,1,,,,Adjective,Religion,222,115,1,1,4,,,1,1,,5,,7,
ΕΥΘΥΣ,εὐθύς,ευθυς,εὐθύς –εῖα –ύ,"straight, direct",3,,,,Adjective,,223,,1,,,1,1,1,1,40,,,39,
ΕΙΜΙ/2,εἶμι,ειμι/2,"εἶμι, infin. ἰέναι, ptc. ἰών, ἰοῦσα, ἰόν",to go,,,,,Verb,Locomotion,224,108,1,1,1,1,1,1,1,40,17,,23,13
ΤΑΧΥΣ,ταχύς,ταχυς,ταχύς –εῖα –ύ,swift,3,,,,Adjective,Characteristics,225,140,1,1,4,1,1,1,1,41,17,6.a,31,
ΠΟΤΑΜΟΣ,ποταμός,ποταμος,ποταμός –οῦ ὁ,"river, stream",2,,,,Noun,Natural World,226,57,1,1,3,1,1,1,1,7,,,8,
ΟΥΣΙΑ,οὐσια,ουσια,οὐσία –ας ἡ,what is one's own; reality,1,,,,Noun,"Family, Friendship, and the Home",227,,1,,,,,,1,,,,41,
ΑΡΙΘΜΟΣ,ἀριθμός,Αριθμος,ἀριθμός –οῦ ὁ,"number, amount",2,,,,Noun,,228,,1,,,1,1,1,1,34,,,35,
ΥΣΤΕΡΟΣ,ὕστερος,υστερος,ὕστερος –α –ον,"latter, next, last",1,,,,Adjective,,229,409,1,1,,,1,1,1,39,19,10.a,10,11
ΦΥΛΑΣΣΩ,φυλάσσω,φυλασσω,φυλάσσω φυλάξω ἐφύλαξα πεφύλαχα πεφύλαγμαι ἐφυλάχθην,"guard, keep watch",,,,,Verb,War and Peace,230,273,1,1,,1,1,1,1,"3,11",3,8.a,16,
ΚΑΙΡΟΣ,καιρός,καιρος,καιρός –οῦ ὁ,"due measure, critical time",2,,,,Noun,,231,,1,,,1,1,1,1,,11,6.a,32,13
ΟΙΚΕΩ,οἰκέω,οΙκεω,οἰκέω οἰκήσω ᾤκησα ᾤκηκα ᾤκημαι ᾠκήθην,"inhabit, colonize; dwell",,,,,Verb,"Family, Friendship, and the Home",232,117,1,1,,,,1,1,,,11.a,13,
ΑΜΦΟΤΕΡΟΣ,ἀμφότερος,Αμφοτερος,ἀμφότερος ἀμφοτέρα ἀμφότερον,both of two,1,,,,Adjective,,233,214,1,1,3,,,1,1,,,10.a,32,16
ΣΗΜΑΙΝΩ,σημαίνω,σημαινω,σημαίνω σημανῶ ἐσήμηνα ––– σεσήμασμαι ἐσημάνθην,"show, indicate, signify",,,,,Verb,,234,404,1,1,,,,1,1,,,,,
ΠΑΡΕΧΩ,παρέχω,παρεχω,παρέχω παρέξω (or παρασχήσω) παρέσχον παρέσχηκα παρέσχημαι παρέσχεθην,"furnish, supply",,,,,Verb,,235,287,1,1,,,,1,1,,,9.a,16,11
ΕΚΑΤΕΡΟΣ,ἐκάτερος,Εκατερος,ἑκάτερος –α –ον,"either, each singly",1,,,,Adjective,,236,380,1,1,,,,1,1,,,10.a,19,
ΔΗΛΟΩ,δηλὀω,δηλοω,δηλόω δηλώσω ἐδήλωσα δεδήλωκα δεδήλωμαι ἐδηλώθην,"make visible, reveal",,,,,Verb,Communication,237,,1,,,1,1,1,1,15,10,11.a,30,4
ΟΙΚΕΙΟΣ,οἰκεῖος,οΙκειος,οἰκεῖος –α –ον,"domestic, of the house",1,,,,Adjective,"Family, Friendship, and the Home",238,,1,,,,,,1,,,,,
ΚΕΛΕΥΩ,κελεύω,κελευω,κελεύω κελεύσω ἐκέλευσα κεκέλευκα κεκέλευσμαι ἐκελεύσθην,"urge, drive on, exhort",,,,,Verb,Communication,239,104,1,1,3,1,1,1,1,5,2,7.a,9,11
ΤΕΛΟΣ,τέλος,τελος,τέλος –ους τό,"result, fulfillment, end",3,,,,Noun,Life and Death,240,,1,,,1,1,1,1,,10,5.a,"15,17",9
ΗΓΕΟΜΑΙ,ἡγέομαι,ηγεομαι,ἡγέομαι ἡγήσομαι ἡγησάμην ––– ἥγημαι ἡγήθην,"lead, command, believe",,,,,Verb,Government and Society,241,,1,,,,1,1,1,,19,11.a,16,13
ΑΞΙΟΣ,ἄξιος,αξιος,ἄξιος –α –ον,worthy,1,,,,Adjective,,242,334,1,1,,1,1,1,1,8,4,3.b,7,12
Η/2,ἦ,η/2,ἦ,truly (emphasizes what follows),,,,,Adverb,Particles,243,,1,,1,,,,1,,,4.b,36,
ΔΗΛΟΣ,δῆλος,δηλος,δῆλος –η –ον,"clear, evident",1,,,,Adjective,,244,,1,,,1,1,1,1,15,7,,7,6
ΤΟΙΝΥΝ,τοίνυν,τοινυν,τοίνυν,"well then, now then, again",,,,,Particle,,245,,1,,,,,1,1,44,,4.b,36,
ΠΟΛΕΜΙΟΣ,πολέμιος,πολεμιος,πολέμιος –α –ον,"warlike, hostile, enemy",1,,,,Adjective,War and Peace,246,,1,,,,,1,1,12,5,,7,4
ΕΡΟΜΑΙ/ΕΡΕΩ,ἔρομαι/ἐρέω,ερομαι/Ερεω,ἔρομαι ἐρήσομαι ἠρόμην ––– ––– –––,"ask, inquire, learn",,,,,Verb,Communication,247,242,1,1,4,,,1,1,,19,,,
ΑΔΕΛΦΟΣ,ἀδελφός,αδελφος,ἀδελφός –οῦ ὁ,brother,2,,,,Noun,"Family, Friendship, and the Home",248,,1,,,1,1,1,1,7,1,10.a,3,
ΜΕΓΕΘΟΣ,μέγεθος,μεγεθος,μέγεθος –ους τό,"greatness, magnitude",3,,,,Noun,,249,307,1,1,,,,1,1,,,,,
ΕΙΤΕ,εἴτε,ειτε,εἴτε,"either, or (usually paired, i.e. εἴτε…εἴτε)",,,,,Conjunction,,250,,1,,,,,1,1,26,18,,,14
ΚΕΙΜΑΙ,κεῖμαι,κειμαι,κεῖμαι κείσομαι ––– ––– ––– –––,"lie, be laid down; lie sick",,,,,Verb,,251,246,1,1,2,,1,1,1,47,20,12.a,,14
ΠΟΛΛΑΚΙΣ,πολλάκις,πολλακις,πολλάκις,often,,,,,Adverb,,252,,1,,,,1,1,1,25,16,9.a,19,3
ΠΙΝΩ,πίνω,πινω,πίνω πίομαι ἔπιον πέπωκα πέπομαι ἐπόθην,to drink,,,,,Verb,Life and Death,253,,1,,4,,,1,1,50,,8.b,26,
ΧΑΡΙΣ,χάρις,χαρις,χάρις –ιτος ἡ,"grace, favor",3,,,,Noun,Characteristics,254,,1,,,1,1,1,1,16,6,5.a,14,5
ΕΠΕΙΤΑ,ἔπειτα,επειτα,ἔπειτα,thereupon,,,,,Adverb,,255,,1,,2,,,1,1,49,8,,12,11
ΖΗΤΕΩ,ζητέω,ζητεω,ζητέω ζητήσω ἐζήτησα ἐζήτηκα ἐζήτημαι ἐζητήθην,"seek, search after",,,,,Verb,,256,,1,,,1,1,1,1,20,18,11.a,16,13
ΣΧΗΜΑ,σχῆμα,σχημα,σχῆμα –ατος τό,"form, appearance, pretense",3,,,,Noun,,257,,1,,,,,,1,,,,,
ΤΡΟΦΗ,τροφή,τροφη,τροφή –ῆς ἡ,"nourishment, food, rearing",1,,,,Noun,Life and Death,258,,1,,,,,,1,,,,,
ΜΑΝΘΑΝΩ,μανθάνω,μανθανω,μανθάνω μαθήσομαι ἔμαθον μεμάθηκα ––– –––,"learn, understand",,,,,Verb,Education,259,163,1,1,,1,1,1,1,42,13,3.a,18,5
ΕΝΤΑΥΘΑ,ἐνταῦθα,Ενταυθα,ἐνταῦθα,"here, there, then, herein",,,,,Adverb,,260,231,1,1,,,,1,1,,11,,36,13
ΦΕΥΓΩ,φεύγω,φευγω,φεύγω φεύξομαι ἔφυγον πέφευγα ––– –––,flee,,,,,Verb,Locomotion,261,271,1,1,2,1,1,1,1,10,13,7.a,5,9
ΙΠΠΟΣ,ἵππος,ιππος,ἵππος –ου ὁ,"horse, mare",2,,,,Noun,Natural World,262,208,1,1,2,,1,1,1,7,5,5.a,3,11
ΚΟΣΜΟΣ,κόσμος,κοσμος,κόσμος –ου ὁ,"ornament, world",2,,,,Noun,Natural World,263,,1,,,1,1,1,1,28,,2.a,,
ΑΙΜΑ,αἶμα,αιμα,αἷμα –ατος τό,blood,3,,,,Noun,Body parts,264,,1,,3,1,1,1,1,,,,,
ΑΙΡΕΩ,αἱρέω,αιρεω,αἱρέω αἱρήσω εἷλον ᾕρηκα ᾕρημαι ᾑρέθην,take mid. choose,,,,,Verb,,265,149,1,1,2,1,1,1,1,40,15,11.a,13,12
ΠΡΟΣΤΙΘΗΜΙ,προστίθημι,προστιθημι,προστίθημι προσθήσω προσέθηκα προστέθηκα ––– προσετέθην,"put to hand, hand over, add",,,,,Verb,,266,,1,,,,,,1,,,,,
ΑΞΙΟΩ,ἀξιόω,Αξιοω,ἀξιόω ἀξιώσω ἀξίωσα ἠξίωκα ἠξίωμαι ἠξιώθην,"deem worthy, consent, claim",,,,,Verb,,267,,1,,,,1,1,1,,10,11.a,34,4
ΕΩΣ,ἕως,Εως,ἕως,"until, while, so long as",,,,,Conjunction,,268,,1,,,,1,1,1,"23,50",19,6,41,16
ΝΕΟΣ,νέος,νεος,νέος –α –ον,"new, young; strange",1,,,,Adjective,Characteristics,269,393,1,1,4,,1,1,1,27,14,3.b,40,4
ΕΟΙΚΑ,ἔοικα,εοικα,"ἔοικα, ptc. εἰκώς","be like, look like, seem",,,,,Verb,Characteristics,270,,1,,3,,,1,1,,,8.b,41,11
ΚΑΝ,κἄν,καν,κἄν,καί + εἰ + ἄν,,1,,,Conjunction,,271,,1,,,,,,1,,,,,
ΚΑΘΙΣΤΗΜΙ,καθίστημι,καθιστημι,καθίστημι καταστήσω κατέστησα (or κατέστην) κατέστηκα κατέσταμαι κατεστάθην,"set down, restore, settle",,,,,Verb,,272,,1,,,,1,1,1,,12,12.a,23,15
ΤΕΧΝΗ,τέχνη,τεχνη,τέχνη –ης ἡ,"craft, skill, art;",1,,,,Noun,Government and Society,273,,1,,,1,1,1,1,46,1,,38,5
ΧΡΗΜΑ,χρῆμα,χρημα,χρῆμα –ατος τό,"needful thing pl; goods, money",3,,,,Noun,Government and Society,274,145,1,1,,1,1,1,1,35,8,5.a,17,
ΣΩΖΩ,σώζω,σωζω,σώζω (or σῴζω) σώσω ἔσωσα σέσωκα σέσωσμαι ἐσώθην,"save, pass; escape",,,,,Verb,War and Peace,275,,1,,,1,1,1,1,32,7,10.b,39,10
ΠΕΜΠΩ,πέμπω,πεμπω,πέμπω πέμψω ἔπεμψα πέπομφα πέπεμμαι ἐπέμφθην,"send, conduct, escort",,,,,Verb,Locomotion,276,93,1,1,3,1,1,1,1,4,2,1.a,5,3
ΦΩΝΗ,φωνή,φωνη,φωνή –ῆς ἡ,"sound, voice",1,,,,Noun,Communication,277,,1,,,1,1,1,1,30,,,4,
ΕΝΕΚΑ,ἕνεκα,Ενεκα,ἕνεκα,on account of,,,,,Preposition,,278,,1,,4,,,1,1,48,16,,34,13
ΑΠΟΛΛΥΜΙ,ἀπόλλυμι,Απολλυμι,ἀπόλλθμι ἀπολῶ ἀπώλεσα ἀπωλόμην (2nd aor. middle) ἀπολώλεκα (or ἀπόλωλα),destroy,,,,,Verb,Life and Death,279,256,1,1,,1,1,1,1,,19,12.a,37,11
ΘΑΝΑΤΟΣ,θάνατος,θανατος,θάνατος –ου ὁ,death,2,,,,Noun,Life and Death,280,,1,,3,1,1,1,1,10,5,1.b,3,4
ΝΥΞ,νύξ,νυξ,νύξ νυκτός ἡ,night,3,,,,Noun,Natural World,281,308,1,1,3,1,1,1,1,23,6,5.a,35,10
ΟΔΟΣ,ὁδός,οδος,ὁδός –οῦ ἡ,"road, street, way; manner",2,,,,Noun,Government and Society,282,168,1,1,4,1,1,1,1,7,1,1.b,3,1
ΕΘΝΟΣ,ἔθνος,εθνος,ἔθνος –ους τό,"tribe, nation",3,,,,Noun,Government and Society,283,122,1,1,,1,1,1,1,,,5.a,,
ΑΠΟΔΙΔΩΜΙ,ἀποδίδωμι,Αποδιδωμι,ἀποδίδωμι ἀποδώσω ἀπέδωκα ἀποδέδωκα ἀποδέδομαι ἀπεδόθην,"give up, concede, mid. sell",,,,,Verb,,284,,1,,,,1,1,1,,12,12.a,23,14
ΝΟΥΣ,νόυς,νους,νοῦς νοῦ ὁ,mind,2,,,,Noun,Body parts,285,,1,,3,,1,1,1,50,20,11.a,40,7
ΜΕΝΩ,μένω,μενω,μένω μενῶ ἔμεινα μεμένηκα ––– –––,"remain, await, stand fast",,,,,Verb,,286,,1,,2,1,1,1,1,19,10,1.a,5,9
ΑΠΟΘΝῄΣΚΩ,ἀποθνῄσκω,Αποθνῄσκω,ἀποθνῄσκω ἀποθανοῦμαι ἀπέθανον τέθνηκα ––– –––,"die, be slain",,,,,Verb,Life and Death,287,375,1,1,,1,1,1,1,21,18,3.a,5,8
ΠΑΝΥ,πάνυ,πανυ,πάνυ,"altogether, by all means",,,,,Adverb,,288,,1,,,,,1,1,48,16,,19,8
ΕΥ,εὖ,ευ,εὖ,well,,,,,Adverb,,289,162,1,1,2,,1,1,1,17,2,10.a,12,3
ΚΡΙΝΩ,κρίνω,κρινω,κρίνω κρινῶ ἔκρινα κέκρικα κέκριμαι ἐκρίθην,judge,,,,,Verb,Law,290,,1,,4,1,1,1,1,27,19,1.a,26,10
ΑΝΑΙΡΕΩ,ἀναιρέω,Αναιρεω,ἀναιρέω ἀναιρήσω ἀνεῖλον ἀνῄρηκα ἀνῄρημαι ἀνῃρέθην,"take away; destroy, mid. gain, win",,,,,Verb,War and Peace,291,,1,,,,,,1,,,,27,
ΜΑΚΡΟΣ,μακρός,μακρος,μακρός –ά –όν,"long, large, great",1,,,,Adjective,,292,234,1,1,4,1,1,1,1,11,5,10.a,7,8
ΗΚΩ,ἥκω,ηκω,ἥκω ἥξω,"to have come, be present",,,,,Verb,,293,384,1,1,,,,1,1,,8,,35,5
ΗΔΟΝΗ,ἡδονή,ηδονη,ἡδονή –ῆς ἡ,"delight, pleasure",1,,,,Noun,The Senses and Feelings,294,,1,,,1,1,1,1,,,2.a,4,8
ΜΗΤΗΡ,μήτηρ,μητηρ,μήτηρ μητρός ἡ,mother,3,,,,Noun,"Family, Friendship, and the Home",295,325,1,1,2,1,1,1,1,29,10,5.a,15,7
ΔΕΙΝΟΣ,δεινός,δεινος,δεινός –ή –όν,"awesome, terrible",1,,,,Adjective,Characteristics,296,338,1,1,4,1,1,1,1,32,6,2.a,16,2
ΔΙΑΦΟΡΑ,διαφορά,διαφορα,διαφορά –ας ἡ,"difference, disagreement",1,,,,Noun,Law,297,,1,,,,,,1,,,,,
ΚΡΑΤΕΩ,κρατέω,κρατεω,κρατέω κραήσω ἐκράτησα κεκράτηκα κεκράτημαι ἐκρατήθην,"be strong, rule, prevail against",,,,,Verb,Government and Society,298,,1,,,1,1,1,1,,,,13,
ΔΗΜΟΣ,δῆμος,δημος,δῆμος –ου ὁ,"common people, district",2,,,,Noun,Government and Society,299,340,1,1,3,1,1,1,1,,3,,16,2
ΟΥΡΑΝΟΣ,οὐρανός,ουρανος,οὐρανός –οῦ ὁ,"heaven, sky",2,,,,Noun,Natural World,300,,1,,4,1,1,1,1,20,,1.b,41,3
ΕΠΟΜΑΙ,ἔπομαι,επομαι,ἕπομαι ἕψομαι ἑσπόμην ––– ––– –––,to follow,,,,,Verb,Locomotion,301,299,1,1,,,,1,1,39,15,,,9
