TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΜΙΤΟΡΡΑΦΗΣ,μιτορραφής,,μιτορραφής,composed of threads,composed of threads,composed of threads,,,,,,http://logeion.uchicago.edu/index.html#μιτορραφής
ΜΙΤΟΣ,μίτος,,μίτος,a thread,a thread,a thread,,,,,,http://logeion.uchicago.edu/index.html#μίτος
ΜΙΤΡΑ,μίτρα,,μίτρα ἡ,"a belt, girdle; a turban; a bandage","a belt, girdle; a turban; a bandage","a belt, girdle; a turban; a bandage",,,,,,http://logeion.uchicago.edu/index.html#μίτρα
ΜΙΤΡΑ/2,Μίτρα,,Μίτρα –ης ἡ,Mitra,Mitra,Mitra,,,,,,http://logeion.uchicago.edu/index.html#Μίτρα
ΜΙΤΡΑΓΧΟΥΣΑ,μιτράγχουσα,,μιτράγχουσα,headband of gold plates,headband of gold plates,headband of gold plates,,,,,,http://logeion.uchicago.edu/index.html#μιτράγχουσα
ΜΙΤΡΑΙΟΣ,Μιτραῖος,,Μιτραῖος,Mitraeus,Mitraeus,Mitraeus,,,,,,http://logeion.uchicago.edu/index.html#Μιτραῖος
ΜΙΤΡΑΝΑΔΕΣΜΟΣ,μιτρανάδεσμος,,μιτρανάδεσμος,headband,headband,headband,,,,,,http://logeion.uchicago.edu/index.html#μιτρανάδεσμος
ΜΙΤΡΗ,μίτρη,,μίτρη,band,band,band,,,,,,http://logeion.uchicago.edu/index.html#μίτρη
ΜΙΤΡΗΦΟΡΕΩ,μιτρηφορέω,,μιτρηφορέω,wear a μίτρα,wear a μίτρα,wear a μίτρα,,,,,,http://logeion.uchicago.edu/index.html#μιτρηφορέω
ΜΙΤΡΗΦΟΡΟΣ,μιτρηφόρος,,μιτρηφόρος,wearing a μίτρα,wearing a μίτρα,wearing a μίτρα,,,,,,http://logeion.uchicago.edu/index.html#μιτρηφόρος
ΜΙΤΡΟΔΕΤΟΣ,μιτρόδετος,,μιτρόδετος,bound with a μίτρα,bound with a μίτρα,bound with a μίτρα,,,,,,http://logeion.uchicago.edu/index.html#μιτρόδετος
ΜΙΤΡΟΧΙΤΩΝ,μιτροχίτων,,μιτροχίτων,with girded tunic,with girded tunic,with girded tunic,,,,,,http://logeion.uchicago.edu/index.html#μιτροχίτων
ΜΙΤΡΟΩ,μιτρόω,,μιτρόω,surround as with a girdle,surround as with a girdle,surround as with a girdle,,,,,,http://logeion.uchicago.edu/index.html#μιτρόω
ΜΙΤΡΩΔΗΣ,μιτρώδης,,μιτρώδης,"like a headband, An.Ox.","like a headband, An.Ox.","like a headband, An.Ox.",,,,,,http://logeion.uchicago.edu/index.html#μιτρώδης
ΜΙΤΥΛΟΣ,μίτυλος,,μίτυλος,hornless,hornless,hornless,,,,,,http://logeion.uchicago.edu/index.html#μίτυλος
ΜΙΤΥΣ,μίτυς,,μίτυς,propolis,propolis,propolis,,,,,,http://logeion.uchicago.edu/index.html#μίτυς
ΜΙΤΩΔΗΣ,μιτώδης,,μιτώδης –ες,like threads of threads,like threads of threads,like threads of threads,3,,,,Adjective,http://logeion.uchicago.edu/index.html#μιτώδης
ΜΝΑ,μνᾶ,μνᾶ,μνᾶ μνᾶς ἡ,mina=100 drachma=1/60 talent,"a weight, 1 mina=100 drachmae","a weight, 1 mina=100 drachmae",1,,,,Noun,http://logeion.uchicago.edu/index.html#μνᾶ
ΜΝΑΑΔΑΣ,μναάδας,,μναάδας,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#μναάδας
ΜΝΑΑΙΟΣ,μνααῖος,,μνααῖος,of the weight/worth of a mina,of the weight/worth of a mina,of the weight/worth of a mina,,,,,,http://logeion.uchicago.edu/index.html#μνααῖος
ΜΝΑΓΙΑΙΟΣ,μναγιαῖος,,μναγιαῖος,of the weight/worth of a mina,of the weight/worth of a mina,of the weight/worth of a mina,,,,,,http://logeion.uchicago.edu/index.html#μναγιαῖος
ΜΝΑΔΑΡΙΟΝ,μναδάριον,,μναδάριον,dim. of mina,dim. of mina,dim. of mina,,,,,,http://logeion.uchicago.edu/index.html#μναδάριον
ΜΝΑΙΑΙΟΣ,μναιαῖος,,μναιαῖος,of the weight/worth of a mina,of the weight/worth of a mina,of the weight/worth of a mina,,,,,,http://logeion.uchicago.edu/index.html#μναιαῖος
ΜΝΑΙΕΙΟΝ,μναιεῖον,,μναιεῖον,gold coin worth a mina in silver,gold coin worth a mina in silver,gold coin worth a mina in silver,,,,,,http://logeion.uchicago.edu/index.html#μναιεῖον
ΜΝΑΜΟΝΑ,Μναμόνα,,Μναμόνα,Mnemosyne,Mnemosyne,Mnemosyne,,,,,,http://logeion.uchicago.edu/index.html#Μναμόνα
ΜΝΑΜΟΣΥΡΕΙΝ,μναμοσύρειν,,μναμοσύρειν,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#μναμοσύρειν
ΜΝΑΝΟΟΣ,μνανόος,,μνανόος,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#μνανόος
ΜΝΑΟΜΑΙ,μνάομαι,,μνάομαι (Ion. μνῶμαι) μέμνημαι μεμνήσομαι ἐμνήσθην,be mindful of; woo,be mindful of; woo,be mindful of; woo,,,,,,http://logeion.uchicago.edu/index.html#μνάομαι
ΜΝΑΡΙΟΝ,μνάριον,,μνάριον,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#μνάριον
ΜΝΑΡΟΣ,μναρός,,μναρός,"soft, sweet","soft, sweet","soft, sweet",,,,,,http://logeion.uchicago.edu/index.html#μναρός
ΜΝΑΣΕΑΣ,Μνασέας,,Μνασέας,pr.n.,pr.n.,pr.n.,,,,,,http://logeion.uchicago.edu/index.html#Μνασέας
ΜΝΑΣΙΔΩΡΕΩ,μνασιδωρέω,,μνασιδωρέω,offer public thanksgiving,offer public thanksgiving,offer public thanksgiving,,,,,,http://logeion.uchicago.edu/index.html#μνασιδωρέω
ΜΝΑΣΙΝΟΥΣ,Μνασίνους,,Μνασίνους,pr.n.,pr.n.,pr.n.,,,,,,http://logeion.uchicago.edu/index.html#Μνασίνους
ΜΝΑΣΙΟΝ,μνασίον,,μνασίον,[lexical cite],[lexical cite],[lexical cite],,,,,,http://logeion.uchicago.edu/index.html#μνασίον
ΜΝΑΣΙΟΝ/2,μνάσιον,,μνάσιον,"earth-almond, Cyperus esculentus","earth-almond, Cyperus esculentus","earth-almond, Cyperus esculentus",,,,,,http://logeion.uchicago.edu/index.html#μνάσιον
ΜΝΑΣΙΠΠΟΣ,Μνάσιππος,,Μνάσιππος,pr.n.,pr.n.,pr.n.,,,,,,http://logeion.uchicago.edu/index.html#Μνάσιππος
ΜΝΑΣΙΣΤΕΦΑΝΟΣ,μνασιστέφανος,,μνασιστέφανος,wooing crowns,wooing crowns,wooing crowns,,,,,,http://logeion.uchicago.edu/index.html#μνασιστέφανος
ΜΝΑΣΤΕΙΡΑ,μνάστειρα,,μνάστειρα,bride,bride,bride,,,,,,http://logeion.uchicago.edu/index.html#μνάστειρα
ΜΝΑΣΤΗΡ,μναστήρ,,μναστήρ,suitor,suitor,suitor,,,,,,http://logeion.uchicago.edu/index.html#μναστήρ
ΜΝΑΥΣΙΟΝ,μναύσιον,,μναύσιον,"earth-almond, Cyperus esculentus","earth-almond, Cyperus esculentus","earth-almond, Cyperus esculentus",,,,,,http://logeion.uchicago.edu/index.html#μναύσιον
ΜΝΕΙΑ,μνεία,,μνεία,"remembrance, memory","remembrance, memory","remembrance, memory",,,,,,http://logeion.uchicago.edu/index.html#μνεία
ΜΝΗΜΑΔΙΟΝ,μνημάδιον,,μνημάδιον,small monument,small monument,small monument,,,,,,http://logeion.uchicago.edu/index.html#μνημάδιον
ΜΝΗΜΑΤΙΟΝ,μνημάτιον,,μνημάτιον,small monument,small monument,small monument,,,,,,http://logeion.uchicago.edu/index.html#μνημάτιον
ΜΝΗΜΑΤΙΤΗΣ,μνηματίτης,,μνηματίτης,funeral,funeral,funeral,,,,,,http://logeion.uchicago.edu/index.html#μνηματίτης
ΜΝΗΜΑΤΟΦΥΛΑΚΙΑ,μνηματοφυλακία,,μνηματοφυλακία,guardianship of cemeteries,guardianship of cemeteries,guardianship of cemeteries,,,,,,http://logeion.uchicago.edu/index.html#μνηματοφυλακία
ΜΝΗΜΑΦΙΟΝ,μνημάφιον,,μνημάφιον,Rev. Et.Gr.,Rev. Et.Gr.,Rev. Et.Gr.,,,,,,http://logeion.uchicago.edu/index.html#μνημάφιον
ΜΝΗΜΕΙΟΝ,μνημεῖον,,μνημεῖον,a monument,a monument,a monument,,,,,,http://logeion.uchicago.edu/index.html#μνημεῖον
ΜΝΗΜΕΝΟΣ,μνήμενος,,μνήμενος,remembering,remembering,remembering,,,,,,http://logeion.uchicago.edu/index.html#μνήμενος
ΜΝΗΜΗΙΟΝ,μνημήϊον,,μνημήϊον,bearing record,bearing record,bearing record,,,,,,http://logeion.uchicago.edu/index.html#μνημήϊον
ΜΝΗΜΟΔΟΧΟΣ,μνημοδόχος,,μνημοδόχος,recorder,recorder,recorder,,,,,,http://logeion.uchicago.edu/index.html#μνημοδόχος
ΜΝΗΜΟΝΕΙΟΝ,μνημονεῖον,,μνημονεῖον,registry,registry,registry,,,,,,http://logeion.uchicago.edu/index.html#μνημονεῖον
ΜΝΗΜΟΝΕΙΟΣ,μνημόνειος,,μνημόνειος,of the memory,of the memory,of the memory,,,,,,http://logeion.uchicago.edu/index.html#μνημόνειος
ΜΝΗΜΟΝΕΥΜΑ,μνημόνευμα,,μνημόνευμα,a record,a record,a record,,,,,,http://logeion.uchicago.edu/index.html#μνημόνευμα
ΜΝΗΜΟΝΕΥΣΙΣ,μνημόνευσις,,μνημόνευσις,remembrance,remembrance,remembrance,,,,,,http://logeion.uchicago.edu/index.html#μνημόνευσις
ΜΝΗΜΟΝΕΥΤΕΟΝ,μνημονευτέον,,μνημονευτέον,one must remember,one must remember,one must remember,,,,,,http://logeion.uchicago.edu/index.html#μνημονευτέον
ΜΝΗΜΟΝΕΥΤΕΟΣ,μνημονευτέος,,μνημονευτέος,one must remember,one must remember,one must remember,,,,,,http://logeion.uchicago.edu/index.html#μνημονευτέος
ΜΝΗΜΟΝΕΥΤΙΚΟΣ,μνημονευτικός,,μνημονευτικός,of or for reminding,of or for reminding,of or for reminding,,,,,,http://logeion.uchicago.edu/index.html#μνημονευτικός
ΜΝΗΜΟΝΕΥΤΟΣ,μνημονευτός,,μνημονευτός,that can be,that can be,that can be,,,,,,http://logeion.uchicago.edu/index.html#μνημονευτός
ΜΝΗΜΟΝΕΥΩ,μνημονεύω,μνημονευω,μνημονεύω μνημονεύσομαι ἐμνημονευσάμην μεμνημόνευκα ἐμνημόνευμαι ἐμνημονεύθην,"call to mind, remember, think","to call to mind, remember","to call to mind, remember",0,,,0,Verb,http://logeion.uchicago.edu/index.html#μνημονεύω
ΜΝΗΜΟΝΙΚΟΣ,μνημονικός,,μνημονικός,"of or for remembrance or memory, of good memory","of or for remembrance or memory, of good memory","of or for remembrance or memory, of good memory",,,,,,http://logeion.uchicago.edu/index.html#μνημονικός
ΜΝΗΜΟΡΙΟΝ,μνημόριον,,μνημόριον,"memorial, tomb","memorial, tomb","memorial, tomb",,,,,,http://logeion.uchicago.edu/index.html#μνημόριον
ΜΝΗΜΟΣΥΝΗ,Μνημοσύνη,,Μνημοσύνη,Mnemosyne,Mnemosyne,Mnemosyne,,,,,,http://logeion.uchicago.edu/index.html#Μνημοσύνη
ΜΝΗΜΟΣΥΝΗ/2,μνημοσύνη,,μνημοσύνη,"remembrance, memory","remembrance, memory","remembrance, memory",,,,,,http://logeion.uchicago.edu/index.html#μνημοσύνη
ΜΝΗΜΟΣΥΝΟΝ,μνημόσυνον,,μνημόσυνον –ου τό,"a remembrance, memorial, record","a remembrance, memorial, record","a remembrance, memorial, record",,,,,,http://logeion.uchicago.edu/index.html#μνημόσυνον
ΜΝΗΣΙΔΩΡΕΩ,μνησιδωρέω,,μνησιδωρέω,to offer public thanksgiving,to offer public thanksgiving,to offer public thanksgiving,,,,,,http://logeion.uchicago.edu/index.html#μνησιδωρέω
ΜΝΗΣΙΘΕΙΔΗΣ,Μνησιθείδης,,Μνησιθείδης,Mnesithides,Mnesithides,Mnesithides,,,,,,http://logeion.uchicago.edu/index.html#Μνησιθείδης
ΜΝΗΣΙΘΕΟΣ,μνησίθεος,,μνησίθεος,remembering God,remembering God,remembering God,,,,,,http://logeion.uchicago.edu/index.html#μνησίθεος
ΜΝΗΣΙΚΑΚΕΩ,μνησικακέω,,μνησικακέω,"to remember wrongs done one, remember past injuries","to remember wrongs done one, remember past injuries","to remember wrongs done one, remember past injuries",,,,,,http://logeion.uchicago.edu/index.html#μνησικακέω
ΜΝΗΣΙΚΑΚΙΑ,μνησικακία,,μνησικακία,remembrance of wrongs,remembrance of wrongs,remembrance of wrongs,,,,,,http://logeion.uchicago.edu/index.html#μνησικακία
ΜΝΗΣΙΚΑΚΟΣ,μνησίκακος,,μνησίκακος,bearing malice,bearing malice,bearing malice,,,,,,http://logeion.uchicago.edu/index.html#μνησίκακος
ΜΝΗΣΙΟΣ,μνήσιος,,μνήσιος,of memory,of memory,of memory,,,,,,http://logeion.uchicago.edu/index.html#μνήσιος
ΜΝΗΣΙΠΗΜΩΝ,μνησιπήμων,,μνησιπήμων,reminding of misery,reminding of misery,reminding of misery,,,,,,http://logeion.uchicago.edu/index.html#μνησιπήμων
ΜΝΗΣΙΣΤΕΦΑΝΟΣ,μνησιστέφανος,,μνησιστέφανος,wooing crowns,wooing crowns,wooing crowns,,,,,,http://logeion.uchicago.edu/index.html#μνησιστέφανος
ΜΝΗΣΙΤΟΚΟΣ,μνησίτοκος,,μνησίτοκος,philoprogenitive,philoprogenitive,philoprogenitive,,,,,,http://logeion.uchicago.edu/index.html#μνησίτοκος
ΜΝΗΣΙΧΑΡΗ,μνησιχάρη,,μνησιχάρη,gaiety,gaiety,gaiety,,,,,,http://logeion.uchicago.edu/index.html#μνησιχάρη
ΜΝΗΣΟΣ,Μνῆσος,,Μνῆσος,Mnesus,Mnesus,Mnesus,,,,,,http://logeion.uchicago.edu/index.html#Μνῆσος
ΜΝΗΣΤΕΙΑ,μνηστεία,,μνηστεία,"a wooing, courting","a wooing, courting","a wooing, courting",,,,,,http://logeion.uchicago.edu/index.html#μνηστεία
ΜΝΗΣΤΕΙΡΑ,μνήστειρα,,μνήστειρα,mindful of,mindful of,mindful of,,,,,,http://logeion.uchicago.edu/index.html#μνήστειρα
ΜΝΗΣΤΕΟΝ,μνηστέον,,μνηστέον,one must mention,one must mention,one must mention,,,,,,http://logeion.uchicago.edu/index.html#μνηστέον
ΜΝΗΣΤΕΥΜΑ,μνήστευμα,,μνήστευμα,"courtship, wooing","courtship, wooing","courtship, wooing",,,,,,http://logeion.uchicago.edu/index.html#μνήστευμα
ΜΝΗΣΤΕΥΣΙΣ,μνήστευσις,,μνήστευσις,espousal,espousal,espousal,,,,,,http://logeion.uchicago.edu/index.html#μνήστευσις
ΜΝΗΣΤΕΥΤΙΚΟΣ,μνηστευτικός,,μνηστευτικός,of or for courtship,of or for courtship,of or for courtship,,,,,,http://logeion.uchicago.edu/index.html#μνηστευτικός
ΜΝΗΣΤΕΥΩ,μνηστεύω,,μνηστεύω,"to woo, court, seek in marriage","to woo, court, seek in marriage","to woo, court, seek in marriage",,,,,,http://logeion.uchicago.edu/index.html#μνηστεύω
ΜΝΗΣΤΗΡΟΚΤΟΝΙΑ,μνηστηροκτονία,,μνηστηροκτονία,slaughter of the suitors,slaughter of the suitors,slaughter of the suitors,,,,,,http://logeion.uchicago.edu/index.html#μνηστηροκτονία
ΜΝΗΣΤΗΡΟΚΤΟΝΟΣ,μνηστηροκτόνος,,μνηστηροκτόνος,suitor-slaying,suitor-slaying,suitor-slaying,,,,,,http://logeion.uchicago.edu/index.html#μνηστηροκτόνος
ΜΝΗΣΤΙΣ,μνῆστις,,μνῆστις –εως ἡ,"remembrance, heed","remembrance, heed","remembrance, heed",3,,,0,Noun,http://logeion.uchicago.edu/index.html#μνῆστις
ΜΝΗΣΤΟΣ,μνηστός,,μνηστός,"wooed and won, wedded","wooed and won, wedded","wooed and won, wedded",,,,,,http://logeion.uchicago.edu/index.html#μνηστός
ΜΝΗΣΤΡΟΝ,μνῆστρον,,μνῆστρον,"betrothal, marriage","betrothal, marriage","betrothal, marriage",,,,,,http://logeion.uchicago.edu/index.html#μνῆστρον
ΜΝΗΣΤΩΡ,μνήστωρ,,μνήστωρ,mindful of,mindful of,mindful of,,,,,,http://logeion.uchicago.edu/index.html#μνήστωρ
ΜΝΙΑΡΟΣ,μνιαρός,,μνιαρός,"mossy, soft as moss","mossy, soft as moss","mossy, soft as moss",,,,,,http://logeion.uchicago.edu/index.html#μνιαρός
ΜΝΙΟΕΙΣ,μνιόεις εσσα εν,,,"mossy, soft as moss","mossy, soft as moss","mossy, soft as moss",,,,,,http://logeion.uchicago.edu/index.html#μνιόεις εσσα εν
ΜΝΙΟΝ,μνίον,,μνίον,"moss, sea-weed.","moss, sea-weed.","moss, sea-weed.",,,,,,http://logeion.uchicago.edu/index.html#μνίον
ΜΝΟΙΑ,μνοΐα,,μνοΐα,a class of serfs,a class of serfs,a class of serfs,,,,,,http://logeion.uchicago.edu/index.html#μνοΐα
ΜΝΟΟΣ,μνόος,,μνόος,"fine, soft down","fine, soft down","fine, soft down",,,,,,http://logeion.uchicago.edu/index.html#μνόος
ΜΟΓΓΑΣ,μογγάς,,μογγάς,a wild,a wild,a wild,,,,,,http://logeion.uchicago.edu/index.html#μογγάς
ΜΟΓΓΟΣ,μογγός,,μογγός,"with a hoarse, hollow voice","with a hoarse, hollow voice","with a hoarse, hollow voice",,,,,,http://logeion.uchicago.edu/index.html#μογγός
ΜΟΓΙΛΑΛΟΣ,μογιλάλος,,μογιλάλος,"hardly-speaking, dumb","hardly-speaking, dumb","hardly-speaking, dumb",,,,,,http://logeion.uchicago.edu/index.html#μογιλάλος
ΜΟΓΙΣΑΨΕΔΑΦΑ,μογισαψεδάφα,,μογισαψεδάφα,hardly touching the ground,hardly touching the ground,hardly touching the ground,,,,,,http://logeion.uchicago.edu/index.html#μογισαψεδάφα
ΜΟΓΟΣ,μόγος,,μόγος,"toil, trouble","toil, trouble","toil, trouble",,,,,,http://logeion.uchicago.edu/index.html#μόγος
ΜΟΓΟΣΤΟΚΙΑ,μογοστοκία,,μογοστοκία,painful child-birth,painful child-birth,painful child-birth,,,,,,http://logeion.uchicago.edu/index.html#μογοστοκία
ΜΟΓΟΣΤΟΚΟΣ,μογοστόκος,,μογοστόκος,helping women in hard childbirth,helping women in hard childbirth,helping women in hard childbirth,,,,,,http://logeion.uchicago.edu/index.html#μογοστόκος
ΜΟΔΙΟΛΟΣ,μοδίολος,,μοδίολος,"modius, nave of a wheel, Edict.Diocl. Geronthr.","modius, nave of a wheel, Edict.Diocl. Geronthr.","modius, nave of a wheel, Edict.Diocl. Geronthr.",,,,,,http://logeion.uchicago.edu/index.html#μοδίολος
ΜΟΔΙΣΜΟΣ,μοδισμός,,μοδισμός,measuring by modii,measuring by modii,measuring by modii,,,,,,http://logeion.uchicago.edu/index.html#μοδισμός
ΜΟΔΟΣ,μόδος,,μόδος,Acut.(Sp.,Acut.(Sp.,Acut.(Sp.,,,,,,http://logeion.uchicago.edu/index.html#μόδος
ΜΟΘΟΣ,μόθος,,μόθος,"battle, battle-din","battle, battle-din","battle, battle-din",,,,,,http://logeion.uchicago.edu/index.html#μόθος
ΜΟΘΟΥΡΑ,μόθουρα,,μόθουρα,loom of an oar,loom of an oar,loom of an oar,,,,,,http://logeion.uchicago.edu/index.html#μόθουρα
ΜΟΘΩΝ,μόθων,,μόθων,the child of an Helot,the child of an Helot,the child of an Helot,,,,,,http://logeion.uchicago.edu/index.html#μόθων
ΜΟΘΩΝΙΑ,μοθωνία,,μοθωνία,impudence,impudence,impudence,,,,,,http://logeion.uchicago.edu/index.html#μοθωνία
ΜΟΘΩΝΙΚΟΣ,μοθωνικός,,μοθωνικός,like a μόθων,like a μόθων,like a μόθων,,,,,,http://logeion.uchicago.edu/index.html#μοθωνικός
ΜΟΙΜΥΑΩ,μοιμυάω,,μοιμυάω,compress the lips,compress the lips,compress the lips,,,,,,http://logeion.uchicago.edu/index.html#μοιμυάω
ΜΟΙΜΥΛΛΩ,μοιμύλλω,,μοιμύλλω,eat,eat,eat,,,,,,http://logeion.uchicago.edu/index.html#μοιμύλλω
ΜΟΙΡΑΓΕΤΗΣ,μοιραγέτης,,μοιραγέτης,guide of fate,guide of fate,guide of fate,,,,,,http://logeion.uchicago.edu/index.html#μοιραγέτης
ΜΟΙΡΑΙΟΣ,μοιραῖος,,μοιραῖος,of destiny,of destiny,of destiny,,,,,,http://logeion.uchicago.edu/index.html#μοιραῖος
ΜΟΙΡΑΩ,μοιράω,,μοιράω,"to share, divide, distribute","to share, divide, distribute","to share, divide, distribute",,,,,,http://logeion.uchicago.edu/index.html#μοιράω
ΜΟΙΡΗΓΕΝΗΣ,μοιρηγενής,,μοιρηγενής,child of destiny,child of destiny,child of destiny,,,,,,http://logeion.uchicago.edu/index.html#μοιρηγενής
ΜΟΙΡΙΑΙΟΣ,μοιριαῖος,,μοιριαῖος,amounting to a degree,amounting to a degree,amounting to a degree,,,,,,http://logeion.uchicago.edu/index.html#μοιριαῖος
ΜΟΙΡΙΔΙΟΣ,μοιρίδιος,,μοιρίδιος –α –ον,"allotted by destiny, destined, doomed","allotted by destiny, destined, doomed","allotted by destiny, destined, doomed",1,,,,Adjective,http://logeion.uchicago.edu/index.html#μοιρίδιος
ΜΟΙΡΙΚΟΣ,μοιρικός,,μοιρικός,by degrees,by degrees,by degrees,,,,,,http://logeion.uchicago.edu/index.html#μοιρικός
ΜΟΙΡΙΣ,μοιρίς,,μοιρίς,divided,divided,divided,,,,,,http://logeion.uchicago.edu/index.html#μοιρίς
ΜΟΙΡΙΣ/2,Μοῖρις,,Μοῖρις,"(m) king Moeris, responsible for (f) Lake Moeris","(m) king Moeris, responsible for (f) Lake Moeris","(m) king Moeris, responsible for (f) Lake Moeris",,,,,,http://logeion.uchicago.edu/index.html#Μοῖρις
ΜΟΙΡΟΓΝΩΜΟΝΙΟΝ,μοιρογνωμόνιον,,μοιρογνωμόνιον,pointer,pointer,pointer,,,,,,http://logeion.uchicago.edu/index.html#μοιρογνωμόνιον
ΜΟΙΡΟΓΡΑΦΙΑ,μοιρογραφία,,μοιρογραφία,tabulation of degrees,tabulation of degrees,tabulation of degrees,,,,,,http://logeion.uchicago.edu/index.html#μοιρογραφία
ΜΟΙΡΟΘΕΣΙΑ,μοιροθεσία,,μοιροθεσία,determination of degrees,determination of degrees,determination of degrees,,,,,,http://logeion.uchicago.edu/index.html#μοιροθεσία
ΜΟΙΡΟΚΡΑΝΤΟΣ,μοιρόκραντος,,μοιρόκραντος,ordained by destiny,ordained by destiny,ordained by destiny,,,,,,http://logeion.uchicago.edu/index.html#μοιρόκραντος
ΜΟΙΡΟΛΟΓΕΩ,μοιρολογέω,,μοιρολογέω,tell a man his fate,tell a man his fate,tell a man his fate,,,,,,http://logeion.uchicago.edu/index.html#μοιρολογέω
ΜΟΙΡΟΛΟΓΟΣ,μοιρολόγος,,μοιρολόγος,prophetic,prophetic,prophetic,,,,,,http://logeion.uchicago.edu/index.html#μοιρολόγος
ΜΟΙΡΟΛΟΓΧΕΩ,μοιρολογχέω,,μοιρολογχέω,receive a portion,receive a portion,receive a portion,,,,,,http://logeion.uchicago.edu/index.html#μοιρολογχέω
ΜΟΙΡΟΛΟΓΧΟΣ,μοιρολόγχος,,μοιρολόγχος,partaker,partaker,partaker,,,,,,http://logeion.uchicago.edu/index.html#μοιρολόγχος
ΜΟΙΡΟΝΟΜΟΣ,μοιρονόμος,,μοιρονόμος,dispensing fate,dispensing fate,dispensing fate,,,,,,http://logeion.uchicago.edu/index.html#μοιρονόμος
ΜΟΙΡΟΦΟΡΗΤΟΣ,μοιροφόρητος,,μοιροφόρητος,borne by fate,borne by fate,borne by fate,,,,,,http://logeion.uchicago.edu/index.html#μοιροφόρητος
ΜΟΙΣΑ,Μοῖσα,,Μοῖσα,art of the muse,art of the muse,art of the muse,,,,,,http://logeion.uchicago.edu/index.html#Μοῖσα
ΜΟΙΣΑΓΕΤΑΣ,μοισαγέτας,,μοισαγέτας,leader of the Muses,leader of the Muses,leader of the Muses,,,,,,http://logeion.uchicago.edu/index.html#μοισαγέτας
ΜΟΙΣΑΙΟΣ,μοισαῖος,,μοισαῖος,of the Muses,of the Muses,of the Muses,,,,,,http://logeion.uchicago.edu/index.html#μοισαῖος
ΜΟΙΤΟΣ,μοῖτος,,μοῖτος,"thanks, favour","thanks, favour","thanks, favour",,,,,,http://logeion.uchicago.edu/index.html#μοῖτος
ΜΟΙΧΑΓΡΙΑ,μοιχάγρια,,μοιχάγρια,a fine imposed on one taken in adultery,a fine imposed on one taken in adultery,a fine imposed on one taken in adultery,,,,,,http://logeion.uchicago.edu/index.html#μοιχάγρια
ΜΟΙΧΑΛΙΣ,μοιχαλίς,,μοιχαλίς,an adulteress,an adulteress,an adulteress,,,,,,http://logeion.uchicago.edu/index.html#μοιχαλίς
ΜΟΙΧΑΩ,μοιχάω,,μοιχάω,to have dalliance with,to have dalliance with,to have dalliance with,,,,,,http://logeion.uchicago.edu/index.html#μοιχάω
ΜΟΙΧΕΙΑ,μοιχεία,,μοιχεία,adultery,adultery,adultery,,,,,,http://logeion.uchicago.edu/index.html#μοιχεία
ΜΟΙΧΕΥΤΗΣ,μοιχευτής,,μοιχευτής,adulterer,adulterer,adulterer,,,,,,http://logeion.uchicago.edu/index.html#μοιχευτής
ΜΟΙΧΕΥΤΟΣ,μοιχευτός,,μοιχευτός,adulterous,adulterous,adulterous,,,,,,http://logeion.uchicago.edu/index.html#μοιχευτός
ΜΟΙΧΕΥΤΡΙΑ,μοιχεύτρια,,μοιχεύτρια,an adulteress,an adulteress,an adulteress,,,,,,http://logeion.uchicago.edu/index.html#μοιχεύτρια
ΜΟΙΧΕΥΩ,μοιχεύω,μοιχεύω,μοιχεύω,to commit adultery with a woman,to commit adultery with,to commit adultery with,,,,,Verb,http://logeion.uchicago.edu/index.html#μοιχεύω
ΜΟΙΧΙΔΙΟΣ,μοιχίδιος,,μοιχίδιος –a –ον,born in adultery,born in adultery,born in adultery,,,,,,http://logeion.uchicago.edu/index.html#μοιχίδιος
ΜΟΙΧΙΚΟΣ,μοιχικός,,μοιχικός,adulterous,adulterous,adulterous,,,,,,http://logeion.uchicago.edu/index.html#μοιχικός
ΜΟΙΧΟΛΗΠΤΙΑ,μοιχοληπτία,,μοιχοληπτία,taking in adultery,taking in adultery,taking in adultery,,,,,,http://logeion.uchicago.edu/index.html#μοιχοληπτία
ΜΟΙΧΟΣ,μοιχός,,μοιχός,"an adulterer, paramour, debaucher","an adulterer, paramour, debaucher","an adulterer, paramour, debaucher",,,,,,http://logeion.uchicago.edu/index.html#μοιχός
ΜΟΙΧΟΤΡΟΠΟΣ,μοιχότροπος,,μοιχότροπος,of the disposition,of the disposition,of the disposition,,,,,,http://logeion.uchicago.edu/index.html#μοιχότροπος
ΜΟΙΧΟΤΥΠΗ,μοιχοτύπη,,μοιχοτύπη,adulteress,adulteress,adulteress,,,,,,http://logeion.uchicago.edu/index.html#μοιχοτύπη
ΜΟΚΡΟΤΟΥ,μοκρότου,,μοκρότου,frankincense,frankincense,frankincense,,,,,,http://logeion.uchicago.edu/index.html#μοκρότου
