TITLE,LOGEION LEMMA,SEARCH LEMMA,DISPLAY LEMMA,SHORTDEF,LONGDEF,LOGEIONDEF,DECL,IDIOM,REG ADJ/ADV,PROPER,PART-OF-SPEECH,LOGEION LINK
ΚΡΟΚΥΔΙΖΩ,κροκυδίζω,,κροκυδίζω,pick loose flocks off a garment,pick loose flocks off a garment,pick loose flocks off a garment,,,,,,http://logeion.uchicago.edu/index.html#κροκυδίζω
ΚΡΟΚΥΔΙΣΜΟΣ,κροκυδισμός,,κροκυδισμός,picking of flocks,picking of flocks,picking of flocks,,,,,,http://logeion.uchicago.edu/index.html#κροκυδισμός
ΚΡΟΚΥΛΕΙΑ,Κροκύλεια,,Κροκύλεια,Crocyleia,Crocyleia,Crocyleia,,,,,,http://logeion.uchicago.edu/index.html#Κροκύλεια
ΚΡΟΚΥΣ,κροκύς,,κροκύς,the flock,the flock,the flock,,,,,,http://logeion.uchicago.edu/index.html#κροκύς
ΚΡΟΚΥΦΑΝΤΟΣ,κροκύφαντος,,κροκύφαντος,woven,woven,woven,,,,,,http://logeion.uchicago.edu/index.html#κροκύφαντος
ΚΡΟΚΩΔΗΣ,κροκώδης,,κροκώδης,saffron-coloured,saffron-coloured,saffron-coloured,,,,,,http://logeion.uchicago.edu/index.html#κροκώδης
ΚΡΟΚΩΤΟΣ,κροκωτός,,κροκωτός,"saffron-dyed, saffron-coloured","saffron-dyed, saffron-coloured","saffron-dyed, saffron-coloured",,,,,,http://logeion.uchicago.edu/index.html#κροκωτός
ΚΡΟΚΩΤΟΦΟΡΕΩ,κροκωτοφορέω,,κροκωτοφορέω,"wear the κροκωτός, a saffron-colored garment","wear the κροκωτός, a saffron-colored garment","wear the κροκωτός, a saffron-colored garment",,,,,,http://logeion.uchicago.edu/index.html#κροκωτοφορέω
ΚΡΟΚΩΤΟΦΟΡΟΣ,κροκωτοφόρος,,κροκωτοφόρος,"wearing the κροκωτός, a saffron-colored garment","wearing the κροκωτός, a saffron-colored garment","wearing the κροκωτός, a saffron-colored garment",,,,,,http://logeion.uchicago.edu/index.html#κροκωτοφόρος
ΚΡΟΜΒΟΩ,κρομβόω,,κρομβόω,roast,roast,roast,,,,,,http://logeion.uchicago.edu/index.html#κρομβόω
ΚΡΟΜΜΥΔΙΟΝ,κρομμύδιον,,κρομμύδιον,small onion,small onion,small onion,,,,,,http://logeion.uchicago.edu/index.html#κρομμύδιον
ΚΡΟΜΜΥΟΓΗΤΕΙΟΝ,κρομμυογήτειον,,κρομμυογήτειον,horn-onion,horn-onion,horn-onion,,,,,,http://logeion.uchicago.edu/index.html#κρομμυογήτειον
ΚΡΟΜΜΥΟΝ,κρόμμυον,,κρόμμυον,an onion,an onion,an onion,,,,,,http://logeion.uchicago.edu/index.html#κρόμμυον
ΚΡΟΜΜΥΟΞΥΡΕΓΜΙΑ,κρομμυοξυρεγμία,,κρομμυοξυρεγμία,a belch of onions and vinegar,a belch of onions and vinegar,a belch of onions and vinegar,,,,,,http://logeion.uchicago.edu/index.html#κρομμυοξυρεγμία
ΚΡΟΜΜΥΠΩΛΗΣ,κρομμυπώλης,,κρομμυπώλης,dealer in onions,dealer in onions,dealer in onions,,,,,,http://logeion.uchicago.edu/index.html#κρομμυπώλης
ΚΡΟΜΜΥΠΩΛΙΟΝ,κρομμυπώλιον,,κρομμυπώλιον,onion-shop,onion-shop,onion-shop,,,,,,http://logeion.uchicago.edu/index.html#κρομμυπώλιον
ΚΡΟΜΜΥΦΑΚΟΝ,κρομμύφακον,,κρομμύφακον,onions mixed with lentils,onions mixed with lentils,onions mixed with lentils,,,,,,http://logeion.uchicago.edu/index.html#κρομμύφακον
ΚΡΟΜΜΥΩΝ,Κρομμυών,,Κρομμυών,Crommyon,Crommyon,Crommyon,,,,,,http://logeion.uchicago.edu/index.html#Κρομμυών
ΚΡΟΜΜΥΩΝΙΟΣ,Κρομμυώνιος,,Κρομμυώνιος,"of Crommyon, Crommyonian","of Crommyon, Crommyonian","of Crommyon, Crommyonian",,,,,,http://logeion.uchicago.edu/index.html#Κρομμυώνιος
ΚΡΟΝΕΙΟΝ,Κρονεῖον,,Κρονεῖον,temple of Cronos,temple of Cronos,temple of Cronos,,,,,,http://logeion.uchicago.edu/index.html#Κρονεῖον
ΚΡΟΝΙΔΑΣ,Κρονίδας,,Κρονίδας,son of Kronos,son of Kronos,son of Kronos,,,,,,http://logeion.uchicago.edu/index.html#Κρονίδας
ΚΡΟΝΙΔΗΣ,Κρονίδης,,Κρονίδης,son of Cronus,son of Cronus,son of Cronus,,,,,,http://logeion.uchicago.edu/index.html#Κρονίδης
ΚΡΟΝΙΚΟΣ,Κρονικός,,Κρονικός,"old-fashioned, out of date","old-fashioned, out of date","old-fashioned, out of date",,,,,,http://logeion.uchicago.edu/index.html#Κρονικός
ΚΡΟΝΙΠΠΟΣ,Κρόνιππος,,Κρόνιππος,an old dotard,an old dotard,an old dotard,,,,,,http://logeion.uchicago.edu/index.html#Κρόνιππος
ΚΡΟΝΙΩΝ,Κρονίων,,Κρονίων,son of Cronus,son of Cronus,son of Cronus,,,,,,http://logeion.uchicago.edu/index.html#Κρονίων
ΚΡΟΝΟΘΗΚΗ,Κρονοθήκη,,Κρονοθήκη,receptacle for old follies,receptacle for old follies,receptacle for old follies,,,,,,http://logeion.uchicago.edu/index.html#Κρονοθήκη
ΚΡΟΝΟΛΗΡΟΣ,Κρονόληρος,,Κρονόληρος,old twaddler,old twaddler,old twaddler,,,,,,http://logeion.uchicago.edu/index.html#Κρονόληρος
ΚΡΟΝΟΤΕΚΝΟΣ,Κρονότεκνος,,Κρονότεκνος,father of Cronos,father of Cronos,father of Cronos,,,,,,http://logeion.uchicago.edu/index.html#Κρονότεκνος
ΚΡΟΝΤΑΙ,κροντᾷ,,κροντᾷ,two-edged axe,two-edged axe,two-edged axe,,,,,,http://logeion.uchicago.edu/index.html#κροντᾷ
ΚΡΟΣΣΑΙ,κρόσσαι,,κρόσσαι,battlements,battlements,battlements,,,,,,http://logeion.uchicago.edu/index.html#κρόσσαι
ΚΡΟΣΣΟΙ,κροσσοί,,κροσσοί,"tassels, fringe","tassels, fringe","tassels, fringe",,,,,,http://logeion.uchicago.edu/index.html#κροσσοί
ΚΡΟΣΣΩΤΟΣ,κροσσωτός,,κροσσωτός,"tasselled, fringed","tasselled, fringed","tasselled, fringed",,,,,,http://logeion.uchicago.edu/index.html#κροσσωτός
ΚΡΟΤΑΛΙΑ,κροτάλια,,κροτάλια,ear-rings with pendants of pearl,ear-rings with pendants of pearl,ear-rings with pendants of pearl,,,,,,http://logeion.uchicago.edu/index.html#κροτάλια
ΚΡΟΤΑΛΙΖΩ,κροταλίζω,,κροταλίζω,to use rattles,to use rattles,to use rattles,,,,,,http://logeion.uchicago.edu/index.html#κροταλίζω
ΚΡΟΤΑΛΙΣΜΟΣ,κροταλισμός,,κροταλισμός,applause,applause,applause,,,,,,http://logeion.uchicago.edu/index.html#κροταλισμός
ΚΡΟΤΑΛΙΣΤΡΙΑ,κροταλίστρια,,κροταλίστρια,female castanet-player,female castanet-player,female castanet-player,,,,,,http://logeion.uchicago.edu/index.html#κροταλίστρια
ΚΡΟΤΑΛΟΝ,κρόταλον,,κρόταλον,"a rattle, castanet","a rattle, castanet","a rattle, castanet",,,,,,http://logeion.uchicago.edu/index.html#κρόταλον
ΚΡΟΤΑΦΙΖΩ,κροταφίζω,,κροταφίζω,strike on the temples,strike on the temples,strike on the temples,,,,,,http://logeion.uchicago.edu/index.html#κροταφίζω
ΚΡΟΤΑΦΙΟΣ,κροτάφιος,,κροτάφιος,on or of the temples,on or of the temples,on or of the temples,,,,,,http://logeion.uchicago.edu/index.html#κροτάφιος
ΚΡΟΤΑΦΙΣ,κροταφίς,,κροταφίς,pointed hammer,pointed hammer,pointed hammer,,,,,,http://logeion.uchicago.edu/index.html#κροταφίς
ΚΡΟΤΑΦΙΣΤΗΣ,κροταφιστής,,κροταφιστής,one who strikes on the temples,one who strikes on the temples,one who strikes on the temples,,,,,,http://logeion.uchicago.edu/index.html#κροταφιστής
ΚΡΟΤΑΦΙΤΗΣ,κροταφίτης,,κροταφίτης,temporal,temporal,temporal,,,,,,http://logeion.uchicago.edu/index.html#κροταφίτης
ΚΡΟΤΕΩ,κροτέω,,κροτέω,to make to rattle,to make to rattle,to make to rattle,,,,,,http://logeion.uchicago.edu/index.html#κροτέω
ΚΡΟΤΗΜΑ,κρότημα,,κρότημα,work wrought by the hammer,work wrought by the hammer,work wrought by the hammer,,,,,,http://logeion.uchicago.edu/index.html#κρότημα
ΚΡΟΤΗΣΙΓΟΜΦΟΣ,κροτησίγομφος,,κροτησίγομφος,with chattering teeth,with chattering teeth,with chattering teeth,,,,,,http://logeion.uchicago.edu/index.html#κροτησίγομφος
ΚΡΟΤΗΣΙΣ,κρότησις,,κρότησις,a clapping,a clapping,a clapping,,,,,,http://logeion.uchicago.edu/index.html#κρότησις
ΚΡΟΤΗΤΙΚΟΣ,κροτητικός,,κροτητικός,plausible,plausible,plausible,,,,,,http://logeion.uchicago.edu/index.html#κροτητικός
ΚΡΟΤΗΤΟΣ,κροτητός,,κροτητός,"stricken, sounding with blows","stricken, sounding with blows","stricken, sounding with blows",,,,,,http://logeion.uchicago.edu/index.html#κροτητός
ΚΡΟΤΟΘΟΡΥΒΟΣ,κροτοθόρυβος,,κροτοθόρυβος,loud applause,loud applause,loud applause,,,,,,http://logeion.uchicago.edu/index.html#κροτοθόρυβος
ΚΡΟΤΟΣ,κρότος,,κρότος,"a striking, the sound made by striking","a striking, the sound made by striking","a striking, the sound made by striking",,,,,,http://logeion.uchicago.edu/index.html#κρότος
ΚΡΟΤΩΝ,κροτών,,κροτών,"tick, Ixodes ricinus","tick, Ixodes ricinus","tick, Ixodes ricinus",,,,,,http://logeion.uchicago.edu/index.html#κροτών
ΚΡΟΤΩΝ/2,Κρότων,,Κρότων,"Kroton, city in Sicily","Kroton, city in Sicily","Kroton, city in Sicily",,,,,,http://logeion.uchicago.edu/index.html#Κρότων
ΚΡΟΤΩΝΗ,κροτώνη,,κροτώνη,excrescence on trees,excrescence on trees,excrescence on trees,,,,,,http://logeion.uchicago.edu/index.html#κροτώνη
ΚΡΟΤΩΝΙΑΤΗΣ,Κροτωνιάτης,,Κροτωνιάτης,inhabitant of Kroton,inhabitant of Kroton,inhabitant of Kroton,,,,,,http://logeion.uchicago.edu/index.html#Κροτωνιάτης
ΚΡΟΤΩΝΟΦΟΡΟΣ,κροτωνοφόρος,,κροτωνοφόρος,bearing castor-oil plants,bearing castor-oil plants,bearing castor-oil plants,,,,,,http://logeion.uchicago.edu/index.html#κροτωνοφόρος
ΚΡΟΥΜΑ,κροῦμα,,κροῦμα,a stroke: a sound made by striking stringed instruments,a stroke: a sound made by striking stringed instruments,a stroke: a sound made by striking stringed instruments,,,,,,http://logeion.uchicago.edu/index.html#κροῦμα
ΚΡΟΥΜΑΤΙΚΟΣ,κρουματικός,,κρουματικός,of or for playing on a stringed instrument,of or for playing on a stringed instrument,of or for playing on a stringed instrument,,,,,,http://logeion.uchicago.edu/index.html#κρουματικός
ΚΡΟΥΜΑΤΙΟΝ,κρουμάτιον,,κρουμάτιον,musical phrase,musical phrase,musical phrase,,,,,,http://logeion.uchicago.edu/index.html#κρουμάτιον
ΚΡΟΥΜΑΤΟΠΟΙΟΣ,κρουματοποιός,,κρουματοποιός,musician,musician,musician,,,,,,http://logeion.uchicago.edu/index.html#κρουματοποιός
ΚΡΟΥΝΕΙΟΝ,κρουνεῖον,,κρουνεῖον,drinking vessel,drinking vessel,drinking vessel,,,,,,http://logeion.uchicago.edu/index.html#κρουνεῖον
ΚΡΟΥΝΗΔΟΝ,κρουνηδόν,,κρουνηδόν,"like a spring, gushing","like a spring, gushing","like a spring, gushing",,,,,,http://logeion.uchicago.edu/index.html#κρουνηδόν
ΚΡΟΥΝΙΖΩ,κρουνίζω,,κρουνίζω,to send forth a stream,to send forth a stream,to send forth a stream,,,,,,http://logeion.uchicago.edu/index.html#κρουνίζω
ΚΡΟΥΝΙΣΚΟΣ,κρουνίσκος,,κρουνίσκος,"cock, tap","cock, tap","cock, tap",,,,,,http://logeion.uchicago.edu/index.html#κρουνίσκος
ΚΡΟΥΝΙΣΜΑ,κρούνισμα,,κρούνισμα,a gush,a gush,a gush,,,,,,http://logeion.uchicago.edu/index.html#κρούνισμα
ΚΡΟΥΝΙΣΜΑΤΙΟΝ,κρουνισμάτιον,,κρουνισμάτιον,small nozzle,small nozzle,small nozzle,,,,,,http://logeion.uchicago.edu/index.html#κρουνισμάτιον
ΚΡΟΥΝΙΣΜΟΣ,κρουνισμός,,κρουνισμός,gushing out of water,gushing out of water,gushing out of water,,,,,,http://logeion.uchicago.edu/index.html#κρουνισμός
ΚΡΟΥΝΙΤΗΣ,κρουνίτης,,κρουνίτης,of springs,of springs,of springs,,,,,,http://logeion.uchicago.edu/index.html#κρουνίτης
ΚΡΟΥΝΟΙ,Κρουνοί,,Κρουνοί,"Cruni (Springs), a place in Elis","Cruni (Springs), a place in Elis","Cruni (Springs), a place in Elis",,,,,,http://logeion.uchicago.edu/index.html#Κρουνοί
ΚΡΟΥΝΟΣ,κρουνός,,κρουνός,"a spring, well-head","a spring, well-head","a spring, well-head",,,,,,http://logeion.uchicago.edu/index.html#κρουνός
ΚΡΟΥΝΟΧΥΤΡΟΛΗΡΑΙΟΣ,κρουνοχυτρολήραιος,,κρουνοχυτρολήραιος,a pourer forth of washy twaddle,a pourer forth of washy twaddle,a pourer forth of washy twaddle,,,,,,http://logeion.uchicago.edu/index.html#κρουνοχυτρολήραιος
ΚΡΟΥΠΕΖΑΙ,κρούπεζαι,,κρούπεζαι,high wooden shoes,high wooden shoes,high wooden shoes,,,,,,http://logeion.uchicago.edu/index.html#κρούπεζαι
ΚΡΟΥΠΕΖΟΟΜΑΙ,κρουπεζόομαι,,κρουπεζόομαι,have wooden shoes on,have wooden shoes on,have wooden shoes on,,,,,,http://logeion.uchicago.edu/index.html#κρουπεζόομαι
ΚΡΟΥΠΕΖΟΦΟΡΟΣ,κρουπεζοφόρος,,κρουπεζοφόρος,wearing wooden shoes,wearing wooden shoes,wearing wooden shoes,,,,,,http://logeion.uchicago.edu/index.html#κρουπεζοφόρος
ΚΡΟΥΣΙΔΗΜΕΩ,κρουσιδημέω,,κρουσιδημέω,cheat the people,cheat the people,cheat the people,,,,,,http://logeion.uchicago.edu/index.html#κρουσιδημέω
ΚΡΟΥΣΙΘΥΡΟΣ,κρουσίθυρος,,κρουσίθυρος,knocking at the door,knocking at the door,knocking at the door,,,,,,http://logeion.uchicago.edu/index.html#κρουσίθυρος
ΚΡΟΥΣΙΛΥΡΗΣ,κρουσιλύρης,,κρουσιλύρης,striking the lyre,striking the lyre,striking the lyre,,,,,,http://logeion.uchicago.edu/index.html#κρουσιλύρης
ΚΡΟΥΣΙΜΕΤΡΕΩ,κρουσιμετρέω,,κρουσιμετρέω,cheat in measuring,cheat in measuring,cheat in measuring,,,,,,http://logeion.uchicago.edu/index.html#κρουσιμετρέω
ΚΡΟΥΣΙΜΕΤΡΗΣ,κρουσιμέτρης,,κρουσιμέτρης,"false measurer, cheat","false measurer, cheat","false measurer, cheat",,,,,,http://logeion.uchicago.edu/index.html#κρουσιμέτρης
ΚΡΟΥΣΙΣ,κροῦσις,,κροῦσις,"a striking, smiting","a striking, smiting","a striking, smiting",,,,,,http://logeion.uchicago.edu/index.html#κροῦσις
ΚΡΟΥΣΙΣ/2,Κρουσίς,,Κρουσίς,"Crusis, also Crossaea, Crusaea","Crusis, also Crossaea, Crusaea","Crusis, also Crossaea, Crusaea",,,,,,http://logeion.uchicago.edu/index.html#Κρουσίς
ΚΡΟΥΣΜΟΣ,κρουσμός,,κρουσμός,gnashing,gnashing,gnashing,,,,,,http://logeion.uchicago.edu/index.html#κρουσμός
ΚΡΟΥΣΤΕΟΝ,κρουστέον,,κρουστέον,one must knock at,one must knock at,one must knock at,,,,,,http://logeion.uchicago.edu/index.html#κρουστέον
ΚΡΟΥΣΤΗΣ,κρούστης,,κρούστης,petulcus,petulcus,petulcus,,,,,,http://logeion.uchicago.edu/index.html#κρούστης
ΚΡΟΥΣΤΙΚΟΣ,κρουστικός,,κρουστικός,"fit for striking the ears, impressive","fit for striking the ears, impressive","fit for striking the ears, impressive",,,,,,http://logeion.uchicago.edu/index.html#κρουστικός
ΚΡΟΥΣΤΟΣ,κρουστός,,κρουστός,played by striking,played by striking,played by striking,,,,,,http://logeion.uchicago.edu/index.html#κρουστός
ΚΡΟΥΩ,κρούω,,κρούω,"to strike, smite: to strike","to strike, smite: to strike","to strike, smite: to strike",,,,,,http://logeion.uchicago.edu/index.html#κρούω
ΚΡΥΒΔΑ,κρύβδα,,κρύβδα,without the knowledge of,without the knowledge of,without the knowledge of,,,,,,http://logeion.uchicago.edu/index.html#κρύβδα
ΚΡΥΒΔΑΝ,κρύβδαν,,κρύβδαν,without the knowledge of,without the knowledge of,without the knowledge of,,,,,,http://logeion.uchicago.edu/index.html#κρύβδαν
ΚΡΥΒΔΗΝ,κρύβδην,,κρύβδην,secretly,secretly,secretly,,,,,,http://logeion.uchicago.edu/index.html#κρύβδην
ΚΡΥΒΗΛΟΣ,κρύβηλος,,κρύβηλος,hidden,hidden,hidden,,,,,,http://logeion.uchicago.edu/index.html#κρύβηλος
ΚΡΥΕΡΟΣ,κρυερός,,κρυερός,"icy, chilling","icy, chilling","icy, chilling",,,,,,http://logeion.uchicago.edu/index.html#κρυερός
ΚΡΥΜΑΙΝΩ,κρυμαίνω,,κρυμαίνω,make cold,make cold,make cold,,,,,,http://logeion.uchicago.edu/index.html#κρυμαίνω
ΚΡΥΜΑΛΕΟΣ,κρυμαλέος,,κρυμαλέος,"icy, chilly","icy, chilly","icy, chilly",,,,,,http://logeion.uchicago.edu/index.html#κρυμαλέος
ΚΡΥΜΟΠΑΓΗΣ,κρυμοπαγής,,κρυμοπαγής,frost-congealing,frost-congealing,frost-congealing,,,,,,http://logeion.uchicago.edu/index.html#κρυμοπαγής
ΚΡΥΜΟΣ,κρυμός,,κρυμός,"icy cold, frost","icy cold, frost","icy cold, frost",,,,,,http://logeion.uchicago.edu/index.html#κρυμός
ΚΡΥΜΟΧΑΡΗΣ,κρυμοχαρής,,κρυμοχαρής,delighting in frost,delighting in frost,delighting in frost,,,,,,http://logeion.uchicago.edu/index.html#κρυμοχαρής
ΚΡΥΜΩΔΗΣ,κρυμώδης,,κρυμώδης,"icy-cold, frozen, icy","icy-cold, frozen, icy","icy-cold, frozen, icy",,,,,,http://logeion.uchicago.edu/index.html#κρυμώδης
ΚΡΥΜΩΣΣΩ,κρυμώσσω,,κρυμώσσω,to be stiff with cold,to be stiff with cold,to be stiff with cold,,,,,,http://logeion.uchicago.edu/index.html#κρυμώσσω
ΚΡΥΟΕΙΣ,κρυόεις,,κρυόεις,chilling,chilling,chilling,,,,,,http://logeion.uchicago.edu/index.html#κρυόεις
ΚΡΥΟΟΜΑΙ,κρυόομαι,,κρυόομαι,to be icy-cold,to be icy-cold,to be icy-cold,,,,,,http://logeion.uchicago.edu/index.html#κρυόομαι
ΚΡΥΟΣ,κρύος,,κρύος,"icy cold, chill, frost","icy cold, chill, frost","icy cold, chill, frost",,,,,,http://logeion.uchicago.edu/index.html#κρύος
ΚΡΥΠΤΑΔΙΟΣ,κρυπτάδιος,,κρυπτάδιος,"secret, clandestine","secret, clandestine","secret, clandestine",,,,,,http://logeion.uchicago.edu/index.html#κρυπτάδιος
ΚΡΥΠΤΕΙΑ,κρυπτεία,,κρυπτεία,a secret commission,a secret commission,a secret commission,,,,,,http://logeion.uchicago.edu/index.html#κρυπτεία
ΚΡΥΠΤΕΟΝ,κρυπτέον,,κρυπτέον,one must hide,one must hide,one must hide,,,,,,http://logeion.uchicago.edu/index.html#κρυπτέον
ΚΡΥΠΤΕΥΩ,κρυπτεύω,,κρυπτεύω,"to conceal, hide","to conceal, hide","to conceal, hide",,,,,,http://logeion.uchicago.edu/index.html#κρυπτεύω
ΚΡΥΠΤΗ,κρυπτή,,κρυπτή,"crypt, vault","crypt, vault","crypt, vault",,,,,,http://logeion.uchicago.edu/index.html#κρυπτή
ΚΡΥΠΤΗΡΙΟΣ,κρυπτήριος,,κρυπτήριος,convenient for concealing,convenient for concealing,convenient for concealing,,,,,,http://logeion.uchicago.edu/index.html#κρυπτήριος
ΚΡΥΠΤΗΣ,κρύπτης,,κρύπτης,member of the Spartan,member of the Spartan,member of the Spartan,,,,,,http://logeion.uchicago.edu/index.html#κρύπτης
ΚΡΥΠΤΙΚΟΣ,κρυπτικός,,κρυπτικός,obscuring,obscuring,obscuring,,,,,,http://logeion.uchicago.edu/index.html#κρυπτικός
ΚΡΥΠΤΙΝΔΑ,κρυπτίνδα,,κρυπτίνδα,hide-and-seek,hide-and-seek,hide-and-seek,,,,,,http://logeion.uchicago.edu/index.html#κρυπτίνδα
ΚΡΥΠΤΟΡΧΟΣ,κρύπτορχος,,κρύπτορχος,with undescended testicles,with undescended testicles,with undescended testicles,,,,,,http://logeion.uchicago.edu/index.html#κρύπτορχος
ΚΡΥΠΤΟΣ,κρυπτός,,κρυπτός,"hidden, secret","hidden, secret","hidden, secret",,,,,,http://logeion.uchicago.edu/index.html#κρυπτός
ΚΡΥΣΤΑΙΝΟΜΑΙ,κρυσταίνομαι,,κρυσταίνομαι,"to be congealed with cold, freeze","to be congealed with cold, freeze","to be congealed with cold, freeze",,,,,,http://logeion.uchicago.edu/index.html#κρυσταίνομαι
ΚΡΥΣΤΑΛΛΙΖΩ,κρυσταλλίζω,,κρυσταλλίζω,to be clear as crystal,to be clear as crystal,to be clear as crystal,,,,,,http://logeion.uchicago.edu/index.html#κρυσταλλίζω
ΚΡΥΣΤΑΛΛΙΝΟΣ,κρυστάλλινος,,κρυστάλλινος,"of crystal, crystalline","of crystal, crystalline","of crystal, crystalline",,,,,,http://logeion.uchicago.edu/index.html#κρυστάλλινος
ΚΡΥΣΤΑΛΛΙΟΝ,κρυστάλλιον,,κρυστάλλιον,rock-crystal,rock-crystal,rock-crystal,,,,,,http://logeion.uchicago.edu/index.html#κρυστάλλιον
ΚΡΥΣΤΑΛΛΟΕΙΔΗΣ,κρυσταλλοειδής,,κρυσταλλοειδής,like ice,like ice,like ice,,,,,,http://logeion.uchicago.edu/index.html#κρυσταλλοειδής
ΚΡΥΣΤΑΛΛΟΟΜΑΙ,κρυσταλλόομαι,,κρυσταλλόομαι,to be frozen,to be frozen,to be frozen,,,,,,http://logeion.uchicago.edu/index.html#κρυσταλλόομαι
ΚΡΥΣΤΑΛΛΟΠΗΚΤΟΣ,κρυσταλλόπηκτος,,κρυσταλλόπηκτος,"congealed to ice, frozen","congealed to ice, frozen","congealed to ice, frozen",,,,,,http://logeion.uchicago.edu/index.html#κρυσταλλόπηκτος
ΚΡΥΣΤΑΛΛΟΣ,κρύσταλλος,,κρύσταλλος,"clear ice, ice","clear ice, ice","clear ice, ice",,,,,,http://logeion.uchicago.edu/index.html#κρύσταλλος
ΚΡΥΣΤΑΛΛΟΦΑΝΗΣ,κρυσταλλοφανής,,κρυσταλλοφανής,of the look,of the look,of the look,,,,,,http://logeion.uchicago.edu/index.html#κρυσταλλοφανής
